date,type,category,latitude,longitude
3/10/2004 0:00:00,Explosive Hazard,IED Found/Cleared,,
3/10/2004 0:00:00,Enemy Action,Direct Fire,31.80916977,67.33084106
3/10/2004 0:00:00,Friendly Action,Cache Found/Cleared,32.83639145,69.30666351
3/10/2004 0:00:00,Friendly Action,Cache Found/Cleared,31,65.74999237
3/10/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.52389145,68.23473358
3/10/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.55276871,68.23665619
3/10/2004 0:00:00,Enemy Action,Indirect Fire,33.12054825,69.58305359
3/10/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.47082901,70.08693695
3/10/2004 2:10:00,Enemy Action,Indirect Fire,31.46999931,65.84055328
3/28/2004 0:00:00,Explosive Hazard,IED Explosion,34.55408859,69.32198334
3/10/2004 4:45:00,Friendly Action,Cache Found/Cleared,32.14749908,66.91779327
3/11/2004 0:00:00,Explosive Hazard,IED Explosion,34.80916977,71.11833954
3/11/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.55776978,68.23306274
3/11/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.16054916,67.91610718
3/12/2004 0:00:00,Friendly Action,Cache Found/Cleared,32.29611969,66.94389343
3/12/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.56888962,69.89305878
3/12/2004 0:00:00,Friendly Action,Cache Found/Cleared,32.19194031,68.36472321
3/13/2004 0:00:00,Enemy Action,Direct Fire,32.09999084,66.90000153
3/13/2004 0:00:00,Enemy Action,Indirect Fire,34.5216713,69.17445374
3/13/2004 0:00:00,Non-Combat Event,Propaganda,32.09999084,66.90000153
3/13/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.32944107,65.4963913
3/14/2004 0:00:00,Friendly Action,Cache Found/Cleared,35.20832825,70.8408432
3/14/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.58082962,69.12999725
3/14/2004 0:00:00,Enemy Action,Direct Fire,33.79999924,69.80000305
3/15/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.16054916,67.91610718
3/15/2004 0:00:00,Enemy Action,Indirect Fire,32.11360931,66.92694092
3/16/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.16054916,67.91610718
3/16/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.15139008,69.99751282
3/16/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.50944901,68.43805695
3/16/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.41722107,70.11860657
3/17/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.81415939,69.39054871
3/17/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.15139008,69.99751282
3/17/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.53305054,69.94888306
3/17/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.81415939,69.39054871
3/17/2004 0:00:00,Enemy Action,Indirect Fire,32.12971878,66.92861938
3/17/2004 0:00:00,Enemy Action,Direct Fire,31.81666946,64.56667328
5/6/2004 0:00:00,Enemy Action,Other (Hostile Action),31.78445053,65.76249695
3/17/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.15000153,69.99749756
3/17/2004 0:00:00,Enemy Action,Direct Fire,32.75748825,64.54389954
3/18/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.12778091,69.8972168
3/18/2004 0:00:00,Enemy Action,Direct Fire,32.96554947,65.47721863
3/18/2004 0:00:00,Enemy Action,Direct Fire,33.01694107,65.52443695
3/19/2004 0:00:00,Enemy Action,Direct Fire,33.83638,69.60415649
3/20/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.80389023,69.81472015
3/20/2004 0:00:00,Enemy Action,Direct Fire,32.93027115,69.45443726
3/20/2004 0:00:00,Friendly Action,Cache Found/Cleared,34.86582947,71.15805817
3/20/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.48249054,69.96943665
3/21/2004 0:00:00,Enemy Action,Indirect Fire,33.42625046,64.01112366
3/22/2004 0:00:00,Friendly Action,Cache Found/Cleared,32.73888016,69.3097229
5/6/2004 0:00:00,Enemy Action,Direct Fire,31.61667061,65.69998932
3/23/2004 0:00:00,Non-Combat Event,Propaganda,33.43416977,69.03333282
3/23/2004 0:00:00,Friendly Action,Cache Found/Cleared,34.46915817,69.25250244
3/23/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.80138016,69.37277222
3/24/2004 0:00:00,Friendly Action,Cache Found/Cleared,32.9858284,65.48583221
3/24/2004 0:00:00,Enemy Action,Direct Fire,31,66.40000153
3/24/2004 0:00:00,Enemy Action,Other (Hostile Action),31.63666916,65.68000031
3/25/2004 0:00:00,Friendly Action,Cache Found/Cleared,35.05054855,71.23388672
3/25/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.29917145,69.91443634
3/25/2004 0:00:00,Enemy Action,Indirect Fire,33.43416977,69.03333282
3/25/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.17721939,69.72666168
3/25/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.56082916,68.39584351
3/25/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.17221832,68.8272171
3/25/2004 9:11:00,Explosive Hazard,IED Explosion,32.82806015,69.43916321
3/25/2004 15:09:00,Enemy Action,Indirect Fire,32.53778076,69.19526672
3/26/2004 0:00:00,Suspicious Incident,Surveillance,34.51667023,69.18332672
3/26/2004 7:00:00,Friendly Action,Cache Found/Cleared,33.33750153,69.95639038
3/26/2004 9:41:00,Enemy Action,Indirect Fire,32.19248962,66.9972229
3/26/2004 11:47:00,Enemy Action,Indirect Fire,33.42776108,69.02610779
3/27/2004 0:00:00,Suspicious Incident,Surveillance,34.87250137,71.14692688
3/27/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.18222046,69.65110779
3/27/2004 0:00:00,Friendly Action,Cache Found/Cleared,33.18777084,69.64777374
