latitude,longitude,date,event
17.20525,106.15299,7/30/1970 0:00:00,1000 LB  Bomb MK-83 FOSD Cut Total Bombs = 12
17.20618,106.14735,8/1/1970 0:00:00,1000 LB  Bomb MK-83 FOSD Cut Total Bombs = 54
17.21747,106.06748,8/2/1970 0:00:00,1000 LB  Bomb MK-83 Truck Park/Stop Unobserved Total Bombs = 12
17.24186,106.06762,8/2/1970 0:00:00,1000 LB  Bomb MK-83 Truck Park/Stop Unobserved Total Bombs = 12
17.1944,106.15386,8/8/1970 0:00:00,1000 LB  Bomb MK-83 Motor Vehicle ONTGT/NO BDA Total Bombs = 63
17.19371,106.11436,9/12/1970 0:00:00,1000 LB  Bomb MK-83   SEC Explose Total Bombs = 10
17.17295,106.07672,9/12/1970 0:00:00,1000 LB  Bomb MK-83 Area/Depot ONTGT/NO BDA Total Bombs = 28
17.17295,106.07672,9/12/1970 0:00:00,1000 LB  Bomb MK-83 Area/Depot ONTGT/NO BDA Total Bombs = 40
17.17295,106.07672,9/12/1970 0:00:00,1000 LB  Bomb MK-83 Area/Depot ONTGT/NO BDA Total Bombs = 16
17.21973,106.14837,9/14/1970 0:00:00,1000 LB  Bomb MK-83 Motor Vehicle Destroyed Total Bombs = 8
17.21341,106.14833,9/14/1970 0:00:00,1000 LB  Bomb MK-83 Motor Vehicle Destroyed Total Bombs = 8
17.21719,106.11826,9/17/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 12
17.21062,106.16242,9/17/1970 0:00:00,1000 LB  Bomb MK-83 Truck Park/Stop Unobserved Total Bombs = 24
17.21062,106.16242,9/17/1970 0:00:00,1000 LB  Bomb MK-83 Truck Park/Stop Unobserved Total Bombs = 32
17.21062,106.16242,9/17/1970 0:00:00,1000 LB  Bomb MK-83 Motor Vehicle Secondary Fire Total Bombs = 16
17.21062,106.16242,9/17/1970 0:00:00,1000 LB  Bomb MK-83 Motor Vehicle Unobserved Total Bombs = 40
17.22863,106.17287,9/24/1970 0:00:00,1000 LB  Bomb MK-83 Road Cut Total Bombs = 115
17.25507,106.11614,9/24/1970 0:00:00,1000 LB  Bomb MK-83 Road Cut Total Bombs = 9
17.13615,106.06232,9/28/1970 0:00:00,1000 LB  Bomb MK-83 Road Cut Total Bombs = 16
17.20665,106.06272,10/5/1970 0:00:00,1000 LB  Bomb MK-83 Area/Depot Unobserved Total Bombs = 28
17.51453,105.73197,10/10/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 52
17.51364,105.72867,10/13/1970 0:00:00,1000 LB  Bomb MK-83 Road Cut Total Bombs = 274
17.18492,106.06918,10/13/1970 0:00:00,1000 LB  Bomb MK-83 Road Cut Total Bombs = 259
17.51366,105.72254,10/14/1970 0:00:00,1000 LB  Bomb MK-83 Road Cut Total Bombs = 124
17.18671,106.07295,10/14/1970 0:00:00,1000 LB  Bomb MK-83 Road Cut Total Bombs = 12
17.51471,105.73197,10/14/1970 0:00:00,1000 LB  Bomb MK-83 Road Cut Total Bombs = 201
17.18415,106.07745,10/14/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 166
17.18415,106.07745,10/14/1970 0:00:00,1000 LB  Bomb MK-83 Road Cut Total Bombs = 90
17.51725,105.73104,10/14/1970 0:00:00,1000 LB  Bomb MK-83 Road Cut Total Bombs = 24
17.51471,105.73197,10/14/1970 0:00:00,1000 LB  Bomb MK-83 Road Cut Total Bombs = 213
17.51727,105.72444,10/14/1970 0:00:00,1000 LB  Bomb MK-83 Road Cut Total Bombs = 56
17.18669,106.07596,10/14/1970 0:00:00,1000 LB  Bomb MK-83 Road Cut Total Bombs = 112
17.19096,106.1228,10/14/1970 0:00:00,1000 LB  Bomb MK-83 Area/Depot Unobserved Total Bombs = 12
17.51364,105.72867,10/14/1970 0:00:00,1000 LB  Bomb MK-83 Road Cut Total Bombs = 286
17.18492,106.06899,10/14/1970 0:00:00,1000 LB  Bomb MK-83 Road Cut Total Bombs = 134
17.18671,106.07248,10/15/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 36
17.1818,106.07809,10/15/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 24
17.18669,106.07596,10/15/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 90
17.52809,105.7292,10/17/1970 0:00:00,1000 LB  Bomb MK-83 Road Cut Total Bombs = 27
17.18492,106.06899,10/17/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 146
17.1818,106.07809,10/17/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 50
17.24363,106.07601,10/17/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 18
17.15118,106.12444,10/17/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 12
17.15118,106.12444,10/17/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 24
17.18669,106.07596,10/18/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 48
17.51364,105.72867,10/18/1970 0:00:00,1000 LB  Bomb MK-83 Segment/Trans Route Unobserved Total Bombs = 184
17.18415,106.07745,10/18/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 106
17.2792,106.17978,10/18/1970 0:00:00,1000 LB  Bomb MK-83 Road Cut Total Bombs = 48
17.51484,105.72302,10/19/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 443
17.51364,105.72867,10/19/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 216
17.51364,105.72867,10/19/1970 0:00:00,1000 LB  Bomb MK-83 Road Cut Total Bombs = 24
17.52809,105.73014,10/19/1970 0:00:00,1000 LB  Bomb MK-83 Area/Depot Unobserved Total Bombs = 4
17.29503,105.69252,10/22/1970 0:00:00,1000 LB  Bomb MK-83 Area/Depot Unobserved Total Bombs = 16
17.51907,105.72633,10/22/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 669
17.18494,106.06636,10/23/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 16
17.51453,105.73197,10/23/1970 0:00:00,1000 LB  Bomb MK-83 Road Cut Total Bombs = 16
17.18492,106.06918,10/24/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 136
17.51907,105.72633,10/24/1970 0:00:00,1000 LB  Bomb MK-83 Road ONTGT/NO BDA Total Bombs = 717
17.18853,106.07108,10/24/1970 0:00:00,1000 LB  Bomb MK-83 Road ONTGT/NO BDA Total Bombs = 51
17.18493,106.0673,10/24/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 16
17.51364,105.7282,10/24/1970 0:00:00,1000 LB  Bomb MK-83 Segment/Trans Route ONTGT/NO BDA Total Bombs = 39
17.14099,105.79536,10/26/1970 0:00:00,1000 LB  Bomb MK-83 Area/Depot Unobserved Total Bombs = 32
17.51364,105.72867,10/26/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 248
17.51456,105.72443,10/26/1970 0:00:00,1000 LB  Bomb MK-83 Road ONTGT/NO BDA Total Bombs = 36
17.18835,106.07098,10/28/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 211
17.18835,106.07098,10/28/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 227
17.51484,105.72302,10/28/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 459
17.18835,106.07098,10/28/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 32
17.51907,105.72633,10/28/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 733
17.51907,105.72633,10/31/1970 0:00:00,1000 LB  Bomb MK-83 Road Cut Total Bombs = 765
17.51907,105.72633,10/31/1970 0:00:00,1000 LB  Bomb MK-83 Road Cut Total Bombs = 781
17.51471,105.73197,10/31/1970 0:00:00,1000 LB  Bomb MK-83 Road ONTGT/NO BDA Total Bombs = 144
17.51471,105.73197,10/31/1970 0:00:00,1000 LB  Bomb MK-83 Road ONTGT/NO BDA Total Bombs = 160
17.18707,106.07342,11/1/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 111
17.18707,106.07342,11/1/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 127
17.18835,106.07098,11/2/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 259
17.18835,106.07098,11/2/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 95
17.51907,105.72633,11/2/1970 0:00:00,1000 LB  Bomb MK-83 Road Cut Total Bombs = 76
17.18835,106.07098,11/3/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 275
17.18491,106.07096,11/3/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 16
17.18563,106.07097,11/3/1970 0:00:00,1000 LB  Bomb MK-83 Road ONTGT/NO BDA Total Bombs = 222
17.18859,106.07587,11/4/1970 0:00:00,1000 LB  Bomb MK-83 Road Destroyed Total Bombs = 48
17.18859,106.07587,11/4/1970 0:00:00,1000 LB  Bomb MK-83 Road ONTGT/NO BDA Total Bombs = 86
17.17405,106.07288,11/5/1970 0:00:00,1000 LB  Bomb MK-83 Road Cut Total Bombs = 24
17.18309,106.07293,11/5/1970 0:00:00,1000 LB  Bomb MK-83 Area/Depot Unobserved Total Bombs = 16
17.51907,105.72633,11/5/1970 0:00:00,1000 LB  Bomb MK-83 Road Cut Total Bombs = 942
17.54478,105.73822,11/6/1970 0:00:00,1000 LB  Bomb MK-83 Cave SEC Explose Total Bombs = 7
17.68101,105.33002,11/6/1970 0:00:00,1000 LB  Bomb MK-83   ONTGT/NO BDA Total Bombs = 17
17.18931,106.07588,11/7/1970 0:00:00,1000 LB  Bomb MK-83 Road Missed Target Total Bombs = 16
17.20618,106.14735,11/11/1970 0:00:00,1000 LB  Bomb MK-83 FOSD Unobserved Total Bombs = 24
17.20618,106.14735,11/11/1970 0:00:00,1000 LB  Bomb MK-83 FOSD Unobserved Total Bombs = 70
17.20618,106.14735,11/14/1970 0:00:00,1000 LB  Bomb MK-83 FOSD Unobserved Total Bombs = 36
17.20618,106.14735,11/14/1970 0:00:00,1000 LB  Bomb MK-83 FOSD Unobserved Total Bombs = 46
17.18307,106.07763,11/19/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 293
17.18578,106.0767,11/19/1970 0:00:00,1000 LB  Bomb MK-83 Road Cut Total Bombs = 237
17.0945,106.07712,11/21/1970 0:00:00,1000 LB  Bomb MK-83 Area/Depot Unobserved Total Bombs = 18
17.48934,105.70079,11/21/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 26
17.17766,106.07572,11/26/1970 0:00:00,1000 LB  Bomb MK-83 Building Unobserved Total Bombs = 52
17.17766,106.07572,11/26/1970 0:00:00,1000 LB  Bomb MK-83 Building Unobserved Total Bombs = 32
17.19353,106.06575,11/29/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 48
17.20636,106.14735,12/1/1970 0:00:00,1000 LB  Bomb MK-83 FOSD Unobserved Total Bombs = 123
17.20636,106.14735,12/1/1970 0:00:00,1000 LB  Bomb MK-83 FOSD ONTGT/NO BDA Total Bombs = 167
17.20538,106.12947,12/6/1970 0:00:00,1000 LB  Bomb MK-83 Area/Depot ONTGT/NO BDA Total Bombs = 12
17.18592,106.15014,12/8/1970 0:00:00,1000 LB  Bomb MK-83 Road Missed Target Total Bombs = 379
17.18592,106.15014,12/8/1970 0:00:00,1000 LB  Bomb MK-83 Road ONTGT/NO BDA Total Bombs = 387
17.18592,106.15014,12/8/1970 0:00:00,1000 LB  Bomb MK-83 Road ONTGT/NO BDA Total Bombs = 395
17.18317,106.14109,12/8/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 298
17.18592,106.15014,12/8/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 414
17.18538,106.15004,12/8/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 212
17.18317,106.14109,12/9/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 306
17.54255,105.72926,12/15/1970 0:00:00,1000 LB  Bomb MK-83 Area/Depot Unobserved Total Bombs = 40
17.19049,106.07664,12/16/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 301
17.49202,105.70947,12/19/1970 0:00:00,1000 LB  Bomb MK-83 Road Unobserved Total Bombs = 12
17.25725,106.06395,12/21/1970 0:00:00,1000 LB  Bomb MK-83 Segment/Trans Route Unobserved Total Bombs = 21
17.24374,106.05446,12/21/1970 0:00:00,1000 LB  Bomb MK-83 Motor Vehicle Missed Target Total Bombs = 16
17.06004,106.00772,3/7/1970 0:00:00,MK83 GP Bomb Trucks Damaged Total Bombs = 40
17.06289,105.98001,7/28/1970 0:00:00,MK83 GP Bomb Trucks Target Total Bombs = 12
17.06298,105.97973,7/30/1970 0:00:00,MK83 GP Bomb Storage Area Target Total Bombs = 68
17.06298,105.97973,7/30/1970 0:00:00,MK83 GP Bomb Truck/Park/Storage Area Target Total Bombs = 105
17.06298,105.97973,7/30/1970 0:00:00,MK83 GP Bomb Truck/Park/Storage Area Target Total Bombs = 106
17.07086,106.01294,3/24/1970 0:00:00,MK83 GP Bomb     Total Bombs = 8
17.07115,105.9528,7/23/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 8
17.08472,105.95193,7/27/1970 0:00:00,MK83 GP Bomb Roads/Highways Target Total Bombs = 18
17.12492,106.04425,7/30/1970 0:00:00,MK83 GP Bomb Truck/Park/Storage Area Target Total Bombs = 20
17.13962,105.79524,10/26/1970 0:00:00,MK83 GP Bomb Unknown Target Total Bombs = 16
17.13962,105.79524,10/26/1970 0:00:00,MK83 GP Bomb Unknown Target Total Bombs = 32
17.13962,105.79524,10/26/1970 0:00:00,MK83 GP Bomb Unknown Target Total Bombs = 48
17.16549,106.06422,7/30/1970 0:00:00,MK83 GP Bomb     Total Bombs = 14
17.16753,106.01816,7/28/1970 0:00:00,MK83 GP Bomb Storage Area Secondary Explosion Total Bombs = 14
17.168,106.01591,7/30/1970 0:00:00,MK83 GP Bomb Truck/Park/Storage Area Target Total Bombs = 20
17.168,106.01591,7/30/1970 0:00:00,MK83 GP Bomb Truck/Park/Storage Area Target Total Bombs = 40
17.17157,106.07657,9/12/1970 0:00:00,MK83 GP Bomb Storage Area Target Total Bombs = 24
17.17267,106.07272,11/5/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 24
17.17627,106.07556,11/25/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 27
17.17627,106.07556,11/25/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 14
17.17627,106.07556,11/25/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 40
17.18042,106.07794,10/17/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 528
17.18169,106.07747,11/19/1970 0:00:00,MK83 GP Bomb Interdiction Point Rno Weather Total Bombs = 90
17.18171,106.07277,11/5/1970 0:00:00,MK83 GP Bomb Storage Area Target Total Bombs = 16
17.18259,106.07748,11/21/1970 0:00:00,MK83 GP Bomb Interdiction Point Rno Weather Total Bombs = 308
17.18259,106.07748,11/21/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 244
17.18318,106.14987,12/8/1970 0:00:00,MK83 GP Bomb Interdiction Point Rno Non Visual Total Bombs = 18
17.18425,106.07081,11/3/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 868
17.18425,106.07081,11/3/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 884
17.1844,106.07655,11/19/1970 0:00:00,MK83 GP Bomb Roads/Highways Cut Total Bombs = 183
17.18454,106.14997,12/7/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 2666
17.18454,106.14997,12/7/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 2674
17.18454,106.14997,12/7/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 2682
17.18539,105.62808,1/24/1970 0:00:00,MK83 GP Bomb Truck Park No Damage Miss Total Bombs = 24
17.18569,106.07326,11/1/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 847
17.18696,106.07083,10/28/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 645
17.18696,106.07083,10/28/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 661
17.18696,106.07083,10/28/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 677
17.18696,106.07083,10/28/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 709
17.18696,106.07083,11/2/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 31
17.18696,106.07083,11/2/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 789
17.18696,106.07083,11/3/1970 0:00:00,MK83 GP Bomb Interdiction Point Rno Weather Total Bombs = 931
17.18721,106.07572,11/4/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 24
17.18721,106.07572,11/7/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 205
17.18721,106.07572,11/4/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 219
17.18796,106.0869,12/9/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 4
17.18802,106.07554,10/17/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 378
17.19262,106.07801,5/23/1970 0:00:00,MK83 GP Bomb Trucks Target Total Bombs = 150
17.19262,106.07801,5/23/1970 0:00:00,MK83 GP Bomb Trucks Target Total Bombs = 168
17.19278,106.11467,9/12/1970 0:00:00,MK83 GP Bomb Bunkers Target Total Bombs = 10
17.19301,106.15369,8/8/1970 0:00:00,MK83 GP Bomb Trucks Target Total Bombs = 93
17.20174,106.09667,4/15/1970 0:00:00,MK83 GP Bomb     Total Bombs = 402
17.20386,106.15282,7/30/1970 0:00:00,MK83 GP Bomb Fords/Subsurface Bridge Cut Total Bombs = 21
17.2048,106.14718,11/11/1970 0:00:00,MK83 GP Bomb Fords/Subsurface Bridge Rno Weather Total Bombs = 329
17.2048,106.14718,11/11/1970 0:00:00,MK83 GP Bomb Fords/Subsurface Bridge Target Total Bombs = 252
17.2048,106.14718,7/21/1970 0:00:00,MK83 GP Bomb Fords/Subsurface Bridge Target Total Bombs = 201
17.2048,106.14718,7/21/1970 0:00:00,MK83 GP Bomb Fords/Subsurface Bridge Target Total Bombs = 143
17.2048,106.14718,8/1/1970 0:00:00,MK83 GP Bomb Fords/Subsurface Bridge Target Total Bombs = 260
17.2048,106.14718,11/14/1970 0:00:00,MK83 GP Bomb Fords/Subsurface Bridge Target Total Bombs = 373
17.2048,106.14718,11/14/1970 0:00:00,MK83 GP Bomb Fords/Subsurface Bridge Target Total Bombs = 340
17.2048,106.14718,11/14/1970 0:00:00,MK83 GP Bomb Fords/Subsurface Bridge Target Total Bombs = 345
17.2048,106.14718,11/14/1970 0:00:00,MK83 GP Bomb Fords/Subsurface Bridge Target Total Bombs = 284
17.2048,106.14718,11/11/1970 0:00:00,MK83 GP Bomb Fords/Subsurface Bridge Target Total Bombs = 292
17.2048,106.14718,11/11/1970 0:00:00,MK83 GP Bomb Fords/Subsurface Bridge Rno Weather Total Bombs = 335
17.20498,106.14718,7/20/1970 0:00:00,MK83 GP Bomb Fords/Subsurface Bridge Target Total Bombs = 1303
17.20558,106.16786,7/20/1970 0:00:00,MK83 GP Bomb Trucks Target Total Bombs = 4
17.20564,106.15847,7/21/1970 0:00:00,MK83 GP Bomb Fords/Subsurface Bridge Target Total Bombs = 249
17.2334,106.17048,7/23/1970 0:00:00,MK83 GP Bomb Roads/Highways Target Total Bombs = 108
17.24048,106.06747,8/2/1970 0:00:00,MK83 GP Bomb Storage Area Target Total Bombs = 61
17.24087,106.14543,5/25/1970 0:00:00,MK83 GP Bomb Trucks Target Total Bombs = 541
17.24087,106.14543,5/25/1970 0:00:00,MK83 GP Bomb Trucks Target Total Bombs = 601
17.24235,106.05431,12/21/1970 0:00:00,MK83 GP Bomb Trucks Target Total Bombs = 16
17.25956,106.08111,4/26/1970 0:00:00,MK83 GP Bomb Unknown Target Total Bombs = 84
17.2602,106.09673,12/27/1970 0:00:00,MK83 GP Bomb Interdiction Point Rno Non Visual Total Bombs = 16
17.2602,106.09673,12/27/1970 0:00:00,MK83 GP Bomb Interdiction Point Rno Non Visual Total Bombs = 32
17.2602,106.09673,12/27/1970 0:00:00,MK83 GP Bomb Interdiction Point Rno Non Visual Total Bombs = 48
17.26073,106.16257,11/5/1970 0:00:00,MK83 GP Bomb Trucks Secondary Explosion Total Bombs = 12
17.26117,106.06768,4/27/1970 0:00:00,MK83 GP Bomb Unknown Target Total Bombs = 208
17.26195,106.17321,11/5/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 392
17.26409,106.04503,7/21/1970 0:00:00,MK83 GP Bomb POL Barrels Target Total Bombs = 12
17.27068,106.16263,4/17/1970 0:00:00,MK83 GP Bomb     Total Bombs = 2
17.27781,106.17867,7/20/1970 0:00:00,MK83 GP Bomb Trucks Target Total Bombs = 3
17.28213,105.61806,4/1/1970 0:00:00,MK83 GP Bomb Truck Park No Damage Miss Total Bombs = 33
17.33423,105.7161,3/19/1970 0:00:00,MK83 GP Bomb     Total Bombs = 12
17.43631,105.72873,10/17/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 12
17.48971,105.70738,12/31/1970 0:00:00,MK83 GP Bomb Interdiction Point Rno Non Visual Total Bombs = 848
17.48971,105.70738,12/31/1970 0:00:00,MK83 GP Bomb Interdiction Point Rno Non Visual Total Bombs = 853
17.51312,105.73186,10/10/1970 0:00:00,MK83 GP Bomb     Total Bombs = 66
17.51315,105.72433,10/26/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 36
17.51343,105.72292,10/28/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 1173
17.51766,105.72623,10/28/1970 0:00:00,MK83 GP Bomb Interdiction Point Target Total Bombs = 1200
17.51766,105.72623,11/5/1970 0:00:00,MK83 GP Bomb Roads/Highways Cut Total Bombs = 1495
17.19325,106.14609,9/8/1966 0:00:00,100 LB General Purpose Bomb Motor Vehicle Destroyed Total Bombs = 85
17.06826,105.97944,10/18/1966 0:00:00,100 LB General Purpose Bomb Motor Vehicle Unobserved Total Bombs = 62
17.06826,105.97944,10/18/1966 0:00:00,100 LB General Purpose Bomb Truck Park/Stop Unobserved Total Bombs = 66
17.31128,105.71281,11/7/1966 0:00:00,100 LB General Purpose Bomb Area/Depot SEC Explose Total Bombs = 5
17.48488,105.69614,11/16/1966 0:00:00,100 LB General Purpose Bomb FOSD SEC Explose Total Bombs = 1264
17.28351,105.74336,12/4/1966 0:00:00,100 LB General Purpose Bomb Truck Park/Stop Heavy/MOD Total Bombs = 2
17.38489,105.70447,12/15/1966 0:00:00,100 LB General Purpose Bomb Truck Park/Stop Unobserved Total Bombs = 3
17.16825,105.82946,12/17/1966 0:00:00,100 LB General Purpose Bomb Truck Park/Stop Unobserved Total Bombs = 225
17.46822,105.70447,1/29/1967 0:00:00,100 LB General Purpose Bomb Truck Park/Stop Unobserved Total Bombs = 12
17.26823,105.46284,2/9/1967 0:00:00,100 LB General Purpose Bomb AA/AAA Site Unobserved Total Bombs = 13
17.50154,105.41284,3/15/1967 0:00:00,100 LB General Purpose Bomb Truck Park/Stop SEC Explose Total Bombs = 82
17.40989,105.96278,3/27/1967 0:00:00,100 LB General Purpose Bomb Cave SEC Explose Total Bombs = 5
17.20435,105.82391,4/13/1967 0:00:00,100 LB General Purpose Bomb AA/AAA Site Unobserved Total Bombs = 21
17.31406,105.54338,5/4/1967 0:00:00,100 LB General Purpose Bomb Truck Park/Stop Unobserved Total Bombs = 2
17.25713,105.81557,8/13/1967 0:00:00,100 LB General Purpose Bomb Motor Vehicle SEC Explose Total Bombs = 1
17.18241,106.14192,9/22/1967 0:00:00,100 LB General Purpose Bomb Truck Park/Stop ONTGT/NO BDA Total Bombs = 47
17.11325,106.04332,12/7/1967 0:00:00,100 LB General Purpose Bomb Truck Park/Stop Unobserved Total Bombs = 744
17.28212,105.7017,12/8/1967 0:00:00,100 LB General Purpose Bomb Motor Vehicle Destroyed Total Bombs = 744
17.28213,105.78502,12/8/1967 0:00:00,100 LB General Purpose Bomb Motor Vehicle Destroyed Total Bombs = 20
17.10575,105.88779,12/29/1967 0:00:00,100 LB General Purpose Bomb Road Cut Total Bombs = 20
17.83483,104.49628,2/9/1968 0:00:00,100 LB General Purpose Bomb Troops Unobserved Total Bombs = 5
17.30017,105.75169,2/10/1968 0:00:00,100 LB General Purpose Bomb Truck Park/Stop Unobserved Total Bombs = 2
17.38073,105.72114,3/3/1968 0:00:00,100 LB General Purpose Bomb Motor Vehicle Silenced Total Bombs = 1
17.50211,105.67808,1/1/1969 0:00:00,100 LB Delay GPB Area/Depot Seeded Area Total Bombs = 3
17.4271,105.14954,1/9/1969 0:00:00,100 LB General Purpose Bomb Area/Depot Secondary Fire Total Bombs = 71
17.41544,105.76141,5/7/1969 0:00:00,100 LB General Purpose Bomb Area/Depot ONTGT/NO BDA Total Bombs = 71
17.15714,106.01054,7/2/1969 0:00:00,100 LB General Purpose Bomb Area/Depot ONTGT/NO BDA Total Bombs = 2
17.51821,105.29619,7/5/1969 0:00:00,100 LB General Purpose Bomb Area/Depot ONTGT/NO BDA Total Bombs = 50
17.18491,106.02527,7/7/1969 0:00:00,100 LB General Purpose Bomb Area/Depot ONTGT/NO BDA Total Bombs = 2
17.45849,105.6517,7/7/1969 0:00:00,100 LB General Purpose Bomb Area/Depot ONTGT/NO BDA Total Bombs = 2
17.49321,105.40867,7/9/1969 0:00:00,100 LB General Purpose Bomb Building Unobserved Total Bombs = 4
17.46738,105.73669,7/9/1969 0:00:00,100 LB General Purpose Bomb Area/Depot ONTGT/NO BDA Total Bombs = 3
17.0852,105.96083,7/13/1969 0:00:00,100 LB General Purpose Bomb Area/Depot ONTGT/NO BDA Total Bombs = 2
17.09269,105.94667,7/13/1969 0:00:00,100 LB General Purpose Bomb Area/Depot ONTGT/NO BDA Total Bombs = 2
17.23185,105.82446,7/14/1969 0:00:00,100 LB General Purpose Bomb Area/Depot ONTGT/NO BDA Total Bombs = 2
17.24214,106.14581,7/16/1969 0:00:00,100 LB General Purpose Bomb Area/Depot ONTGT/NO BDA Total Bombs = 3
17.10991,106.04193,7/18/1969 0:00:00,100 LB General Purpose Bomb Area/Depot ONTGT/NO BDA Total Bombs = 3
17.47655,105.58226,7/25/1969 0:00:00,100 LB General Purpose Bomb Troops Unobserved Total Bombs = 4
17.23491,106.14609,8/23/1969 0:00:00,100 LB General Purpose Bomb Area/Depot ONTGT/NO BDA Total Bombs = 359
17.26046,106.08803,8/24/1969 0:00:00,100 LB General Purpose Bomb Area/Depot ONTGT/NO BDA Total Bombs = 23
17.05381,105.95611,8/26/1969 0:00:00,100 LB General Purpose Bomb Area/Depot   Total Bombs = 5
17.65654,105.76612,9/26/1969 0:00:00,100 LB General Purpose Bomb Area/Depot ONTGT/NO BDA Total Bombs = 4
17.33489,105.72947,10/10/1969 0:00:00,100 LB General Purpose Bomb Area/Depot ONTGT/NO BDA Total Bombs = 132
