latitude,longitude,date,event
17.25436,106.14331,4/23/1969 0:00:00,2000 LB Bomb MK-84 AA/AAA Site ONTGT/NO BDA Total Bombs = 12
17.9265,105.05454,4/23/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot ONTGT/NO BDA Total Bombs = 1
17.86818,105.3795,4/23/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot ONTGT/NO BDA Total Bombs = 1
17.61821,105.72946,4/23/1969 0:00:00,2000 LB Bomb MK-84 Motor Vehicle SEC Explose Total Bombs = 190
17.18768,105.8378,4/23/1969 0:00:00,2000 LB Bomb MK-84 Motor Vehicle Destroyed Total Bombs = 8
17.56821,105.73502,5/1/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Secondary Fire Total Bombs = 2
17.2349,105.82946,5/1/1969 0:00:00,2000 LB Bomb MK-84 AA/AAA Site SEC Explose Total Bombs = 199
17.30156,105.77391,5/2/1969 0:00:00,2000 LB Bomb MK-84 AA/AAA Site ONTGT/NO BDA Total Bombs = 1
17.16825,106.09609,5/2/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Secondary Fire Total Bombs = 22
17.56821,105.7628,5/2/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Secondary Fire Total Bombs = 82
17.10158,105.72947,5/3/1969 0:00:00,2000 LB Bomb MK-84 AA/AAA Site Silenced Total Bombs = 61
17.30156,105.72947,5/3/1969 0:00:00,2000 LB Bomb MK-84 AA/AAA Site Secondary Fire Total Bombs = 304
17.41822,105.72946,5/3/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Silenced Total Bombs = 290
17.05159,105.94612,5/4/1969 0:00:00,2000 LB Bomb MK-84 AA/AAA Site ONTGT/NO BDA Total Bombs = 202
17.05159,105.96278,5/4/1969 0:00:00,2000 LB Bomb MK-84 AA/AAA Site ONTGT/NO BDA Total Bombs = 953
17.45987,105.14621,5/4/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot ONTGT/NO BDA Total Bombs = 1
17.2363,106.14748,5/5/1969 0:00:00,2000 LB Bomb MK-84 AA/AAA Site ONTGT/NO BDA Total Bombs = 2
17.19547,106.11137,5/5/1969 0:00:00,2000 LB Bomb MK-84 Segment/Trans Route ONTGT/NO BDA Total Bombs = 1162
17.33212,105.67114,5/7/1969 0:00:00,2000 LB Bomb MK-84 Troops SEC Explose Total Bombs = 1
17.57654,105.7003,5/7/1969 0:00:00,2000 LB Bomb MK-84 AA/AAA Site Unobserved Total Bombs = 1
17.41544,105.76141,5/7/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot ONTGT/NO BDA Total Bombs = 79
17.68485,105.1462,5/7/1969 0:00:00,2000 LB Bomb MK-84 Motor Vehicle SEC Explose Total Bombs = 46
17.20157,105.86279,5/7/1969 0:00:00,2000 LB Bomb MK-84 AA/AAA Site ONTGT/NO BDA Total Bombs = 4
17.10158,105.91279,5/7/1969 0:00:00,2000 LB Bomb MK-84 Truck Park/Stop ONTGT/NO BDA Total Bombs = 58
17.86817,105.04621,5/8/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot ONTGT/NO BDA Total Bombs = 32
17.55154,105.72946,5/8/1969 0:00:00,2000 LB Bomb MK-84 Motor Vehicle ONTGT/NO BDA Total Bombs = 484
17.65432,105.76695,5/9/1969 0:00:00,2000 LB Bomb MK-84 Segment/Trans Route   Total Bombs = 8
17.64487,105.77584,5/9/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot ONTGT/NO BDA Total Bombs = 15
17.2849,105.79613,5/10/1969 0:00:00,2000 LB Bomb MK-84 Motor Vehicle Secondary Fire Total Bombs = 64
17.1238,105.91556,5/10/1969 0:00:00,2000 LB Bomb MK-84 AA/AAA Site ONTGT/NO BDA Total Bombs = 1
17.60154,105.57948,5/10/1969 0:00:00,2000 LB Bomb MK-84 Motor Vehicle Secondary Fire Total Bombs = 6
17.27379,106.16275,5/11/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot SEC Explose Total Bombs = 4
17.61821,105.7128,5/11/1969 0:00:00,2000 LB Bomb MK-84 AA/AAA Site ONTGT/NO BDA Total Bombs = 1
17.61821,105.7378,5/12/1969 0:00:00,2000 LB Bomb MK-84 AA/AAA Site Destroyed Total Bombs = 29
17.53488,105.7628,5/12/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Secondary Fire Total Bombs = 358
17.21824,105.86279,5/12/1969 0:00:00,2000 LB Bomb MK-84 Motor Vehicle ONTGT/NO BDA Total Bombs = 7
17.58487,105.56282,5/12/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot ONTGT/NO BDA Total Bombs = 84
17.13325,106.06027,5/13/1969 0:00:00,2000 LB Bomb MK-84 Segment/Trans Route ONTGT/NO BDA Total Bombs = 150
17.40266,105.68697,5/13/1969 0:00:00,2000 LB Bomb MK-84 Pipeline ONTGT/NO BDA Total Bombs = 4
17.26629,106.17858,5/13/1969 0:00:00,2000 LB Bomb MK-84 Segment/Trans Route Cut Total Bombs = 29
17.27907,106.17969,5/13/1969 0:00:00,2000 LB Bomb MK-84 Segment/Trans Route Cut Total Bombs = 891
17.24046,105.82946,5/13/1969 0:00:00,2000 LB Bomb MK-84 Truck Park/Stop ONTGT/NO BDA Total Bombs = 4
17.2849,105.79613,5/13/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot ONTGT/NO BDA Total Bombs = 65
17.35156,105.51283,5/13/1969 0:00:00,2000 LB Bomb MK-84 Truck Park/Stop ONTGT/NO BDA Total Bombs = 1
17.31823,105.72114,5/14/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot ONTGT/NO BDA Total Bombs = 72
17.25297,106.16191,5/16/1969 0:00:00,2000 LB Bomb MK-84 AA/AAA Site SEC Explose Total Bombs = 2
17.60154,105.72946,5/16/1969 0:00:00,2000 LB Bomb MK-84 AA/AAA Site ONTGT/NO BDA Total Bombs = 637
17.2849,106.17941,5/16/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot ONTGT/NO BDA Total Bombs = 74
17.26629,106.17858,5/17/1969 0:00:00,2000 LB Bomb MK-84 Segment/Trans Route Cut Total Bombs = 30
17.18547,106.13303,5/17/1969 0:00:00,2000 LB Bomb MK-84 Segment/Trans Route Cut Total Bombs = 55
17.25158,106.16275,5/17/1969 0:00:00,2000 LB Bomb MK-84 AA/AAA Site Silenced Total Bombs = 797
17.11436,106.0461,5/18/1969 0:00:00,2000 LB Bomb MK-84 Segment/Trans Route Cut Total Bombs = 5
17.30156,105.72947,5/18/1969 0:00:00,2000 LB Bomb MK-84 Motor Vehicle SEC Explose Total Bombs = 306
17.24741,106.19886,5/18/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot ONTGT/NO BDA Total Bombs = 1
17.55154,105.72669,5/19/1969 0:00:00,2000 LB Bomb MK-84 AA/AAA Site ONTGT/NO BDA Total Bombs = 2
17.26129,106.14887,5/19/1969 0:00:00,2000 LB Bomb MK-84 AA/AAA Site ONTGT/NO BDA Total Bombs = 2
17.62515,105.75446,5/19/1969 0:00:00,2000 LB Bomb MK-84 Truck Park/Stop ONTGT/NO BDA Total Bombs = 58
17.26629,106.17858,5/19/1969 0:00:00,2000 LB Bomb MK-84 Segment/Trans Route Cut Total Bombs = 27
17.51238,105.73557,5/19/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Cut Total Bombs = 26
17.62098,105.75863,5/19/1969 0:00:00,2000 LB Bomb MK-84 Truck Park/Stop ONTGT/NO BDA Total Bombs = 3
17.45155,105.56282,5/20/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Secondary Fire Total Bombs = 2
17.63487,105.7253,5/21/1969 0:00:00,2000 LB Bomb MK-84 Cave ONTGT/NO BDA Total Bombs = 2
17.5571,105.7328,5/21/1969 0:00:00,2000 LB Bomb MK-84 AA/AAA Site ONTGT/NO BDA Total Bombs = 2
17.6321,105.7628,5/21/1969 0:00:00,2000 LB Bomb MK-84 Cave ONTGT/NO BDA Total Bombs = 10
17.58487,105.72946,5/21/1969 0:00:00,MK-84 W/KMU-351/B Kit AA/AAA Site SEC Explose Total Bombs = 526
17.26407,106.15719,5/23/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot ONTGT/NO BDA Total Bombs = 2
17.56543,105.77391,5/23/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Unobserved Total Bombs = 1
17.63071,105.75169,5/23/1969 0:00:00,2000 LB Bomb MK-84 Motor Vehicle ONTGT/NO BDA Total Bombs = 4
17.58487,105.48227,5/24/1969 0:00:00,2000 LB Bomb MK-84 Troops Unobserved Total Bombs = 25
17.28074,106.18219,5/24/1969 0:00:00,2000 LB Bomb MK-84 Motor Vehicle Destroyed Total Bombs = 3
17.59265,105.7328,5/25/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Unobserved Total Bombs = 20
17.27907,106.17969,5/25/1969 0:00:00,2000 LB Bomb MK-84 Segment/Trans Route ONTGT/NO BDA Total Bombs = 889
17.61098,105.74641,5/26/1969 0:00:00,2000 LB Bomb MK-84 Truck Park/Stop Unobserved Total Bombs = 75
17.20602,106.1472,5/27/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot ONTGT/NO BDA Total Bombs = 143
17.18075,106.14748,5/28/1969 0:00:00,2000 LB Bomb MK-84 Road Unobserved Total Bombs = 1
17.64432,105.77584,5/31/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Unobserved Total Bombs = 73
17.58182,105.48199,6/1/1969 0:00:00,2000 LB Bomb MK-84 Truck Park/Stop Unobserved Total Bombs = 7
17.60987,105.72946,6/2/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Unobserved Total Bombs = 7
17.55987,105.72113,6/2/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Secondary Fire Total Bombs = 1
17.54321,105.77113,6/2/1969 0:00:00,2000 LB Bomb MK-84 Unknown/Unidentified ONTGT/NO BDA Total Bombs = 46
17.30573,105.74474,7/1/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Unobserved Total Bombs = 1
17.05992,106.01555,7/1/1969 0:00:00,2000 LB Bomb MK-84 Bridge Unobserved Total Bombs = 2
17.22658,106.19608,7/2/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Unobserved Total Bombs = 1
17.15158,106.12942,7/3/1969 0:00:00,2000 LB Bomb MK-84 Unknown/Unidentified Unobserved Total Bombs = 2
17.26407,106.17552,7/4/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Unobserved Total Bombs = 94
17.15158,105.98083,7/4/1969 0:00:00,2000 LB Bomb MK-84 Motor Vehicle Heavy/MOD Total Bombs = 2
17.06965,105.95667,7/4/1969 0:00:00,2000 LB Bomb MK-84 Truck Park/Stop   Total Bombs = 113
17.24741,106.23636,7/4/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Unobserved Total Bombs = 1
17.21269,106.15165,7/4/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Unobserved Total Bombs = 1
17.5821,105.53782,7/5/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Unobserved Total Bombs = 25
17.06826,105.96278,7/5/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot ONTGT/NO BDA Total Bombs = 262
17.20602,106.1472,7/16/1969 0:00:00,2000 LB Bomb MK-84 FOSD Cut Total Bombs = 145
17.32794,105.18787,7/22/1969 0:00:00,2000 LB Bomb MK-84 Cave SEC Explose Total Bombs = 2
17.43348,105.17398,7/22/1969 0:00:00,2000 LB Bomb MK-84 Cave SEC Explose Total Bombs = 1
17.5571,105.76835,7/23/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Secondary Fire Total Bombs = 5
17.48599,105.58282,7/31/1969 0:00:00,2000 LB Bomb MK-84 Truck Park/Stop Unobserved Total Bombs = 445
17.50294,105.73224,8/7/1969 0:00:00,2000 LB Bomb MK-84 Unknown/Unidentified Unobserved Total Bombs = 9
17.19519,106.08859,8/9/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Unobserved Total Bombs = 62
17.48599,105.58282,8/9/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Unobserved Total Bombs = 447
17.27657,106.18219,8/11/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Unobserved Total Bombs = 10
17.2413,106.16997,8/13/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot ONTGT/NO BDA Total Bombs = 389
17.20158,106.16276,8/14/1969 0:00:00,MK-84 W/KMU-351/B Kit Cave   Total Bombs = 889
17.20158,106.15859,8/14/1969 0:00:00,MK-84 W/KMU-351/B Kit Cave Heavy/MOD Total Bombs = 23
17.33488,105.43228,8/14/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot SEC Explose Total Bombs = 7
17.52654,105.69197,8/16/1969 0:00:00,MK-84 W/KMU-351/B Kit Cave Destroyed Total Bombs = 19
17.13436,106.06277,8/18/1969 0:00:00,MK-84 W/KMU-351/B Kit Road Cut Total Bombs = 2
17.1563,106.06332,8/19/1969 0:00:00,MK-84 W/KMU-351/B Kit Cave ONTGT/NO BDA Total Bombs = 3
17.56821,105.7503,8/19/1969 0:00:00,2000 LB Bomb MK-84 Truck Park/Stop ONTGT/NO BDA Total Bombs = 3
17.58487,105.72113,8/22/1969 0:00:00,2000 LB Bomb MK-84 AA/AAA Site ONTGT/NO BDA Total Bombs = 22
17.50155,105.72946,8/24/1969 0:00:00,MK-84 W/KMU-351/B Kit AA/AAA Site ONTGT/NO BDA Total Bombs = 173
17.62932,105.75446,8/26/1969 0:00:00,2000 LB Bomb MK-84 Motor Vehicle Heavy/MOD Total Bombs = 25
17.62654,105.75863,8/26/1969 0:00:00,MK-84 W/KMU-351/B Kit Bridge Prob Destroy Total Bombs = 24
17.53487,105.27952,9/1/1969 0:00:00,MK-84 W/KMU-351/B Kit Bridge Destroyed Total Bombs = 63
17.47238,105.52949,9/1/1969 0:00:00,MK-84 W/KMU-351/B Kit Cave SEC Explose Total Bombs = 2
17.17658,105.90445,9/2/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Unobserved Total Bombs = 2
17.26268,106.16275,9/6/1969 0:00:00,MK-84 W/KMU-351/B Kit Building Cut Total Bombs = 24
17.45849,105.76835,9/8/1969 0:00:00,MK-84 W/KMU-351/B Kit Cave Secondary Fire Total Bombs = 2
17.65126,105.76529,9/15/1969 0:00:00,2000 LB Bomb MK-84 Road ONTGT/NO BDA Total Bombs = 1204
17.65348,105.75919,9/15/1969 0:00:00,2000 LB Bomb MK-84 Road Cut Total Bombs = 8
17.51821,105.47949,9/17/1969 0:00:00,2000 LB Bomb MK-84 Cave SEC Explose Total Bombs = 55
17.64737,105.7789,9/17/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Unobserved Total Bombs = 9
17.6321,105.7128,9/18/1969 0:00:00,2000 LB Bomb MK-84 Road Unobserved Total Bombs = 21
17.46822,105.57948,9/18/1969 0:00:00,2000 LB Bomb MK-84 Motor Vehicle Unobserved Total Bombs = 92
18.18481,105.25451,9/18/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Unobserved Total Bombs = 21
17.48488,105.56282,9/18/1969 0:00:00,2000 LB Bomb MK-84 Building ONTGT/NO BDA Total Bombs = 26
17.46822,105.54616,9/18/1969 0:00:00,2000 LB Bomb MK-84 Truck Park/Stop ONTGT/NO BDA Total Bombs = 10
17.46822,105.57948,9/19/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Unobserved Total Bombs = 93
17.2849,106.12942,9/20/1969 0:00:00,2000 LB Bomb MK-84 Building ONTGT/NO BDA Total Bombs = 45
17.6321,105.79195,9/20/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Unobserved Total Bombs = 7
17.63487,105.79473,9/20/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot ONTGT/NO BDA Total Bombs = 18
17.6682,105.76279,9/20/1969 0:00:00,2000 LB Bomb MK-84 Building ONTGT/NO BDA Total Bombs = 283
17.61821,105.79612,9/20/1969 0:00:00,2000 LB Bomb MK-84 Building ONTGT/NO BDA Total Bombs = 171
17.62015,105.80668,9/21/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Unobserved Total Bombs = 10
17.63626,105.79723,9/21/1969 0:00:00,2000 LB Bomb MK-84 Cave Unobserved Total Bombs = 8
17.63487,105.77945,9/21/1969 0:00:00,2000 LB Bomb MK-84 Road ONTGT/NO BDA Total Bombs = 104
17.62515,105.79334,9/21/1969 0:00:00,2000 LB Bomb MK-84 Building ONTGT/NO BDA Total Bombs = 21
17.6321,105.80029,9/21/1969 0:00:00,2000 LB Bomb MK-84 Building ONTGT/NO BDA Total Bombs = 1
17.28074,106.17719,9/26/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot ONTGT/NO BDA Total Bombs = 27
17.26824,106.17941,9/26/1969 0:00:00,2000 LB Bomb MK-84 Building ONTGT/NO BDA Total Bombs = 429
17.24769,106.17025,9/29/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Unobserved Total Bombs = 2
17.1988,106.06416,9/30/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Unobserved Total Bombs = 1
17.57654,105.51283,9/30/1969 0:00:00,MK-84 W/KMU-351/B Kit Cave Heavy/MOD Total Bombs = 7
17.51821,105.54616,9/30/1969 0:00:00,MK-84 W/KMU-351/B Kit Cave Heavy/MOD Total Bombs = 5
17.53487,105.72946,9/30/1969 0:00:00,MK-84 W/KMU-351/B Kit Motor Vehicle Destroyed Total Bombs = 991
17.62293,105.73696,10/2/1969 0:00:00,MK-84 W/KMU-351/B Kit Segment/Trans Route Cut Total Bombs = 153
17.26128,105.3198,10/4/1969 0:00:00,2000 LB Bomb MK-84 Road Unobserved Total Bombs = 2
17.25297,106.16441,10/5/1969 0:00:00,MK-84 W/KMU-351/B Kit Building ONTGT/NO BDA Total Bombs = 29
17.64321,105.78918,10/7/1969 0:00:00,2000 LB Bomb MK-84 Pipeline Cut Total Bombs = 2
17.84762,105.04899,10/7/1969 0:00:00,MK-84 W/KMU-351/B Kit FOSD ONTGT/NO BDA Total Bombs = 1
17.58487,105.57532,10/10/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Secondary Fire Total Bombs = 33
17.29045,105.74891,10/10/1969 0:00:00,2000 LB Bomb MK-84 Supplies (Miscell.) ONTGT/NO BDA Total Bombs = 1
17.23491,106.07388,10/11/1969 0:00:00,2000 LB Bomb MK-84 FOSD Cut Total Bombs = 19
17.47516,105.66697,10/13/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot ONTGT/NO BDA Total Bombs = 2
17.62376,105.73641,10/15/1969 0:00:00,2000 LB Bomb MK-84 Road Cut Total Bombs = 20
17.20714,106.14331,10/16/1969 0:00:00,2000 LB Bomb MK-84 Segment/Trans Route Cut Total Bombs = 6
17.05992,105.96,10/16/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot   Total Bombs = 3
17.25019,106.15442,10/18/1969 0:00:00,2000 LB Bomb MK-84 AA/AAA Site Unobserved Total Bombs = 8
17.52793,105.73002,10/20/1969 0:00:00,MK-84 W/KMU-351/B Kit Segment/Trans Route Cut Total Bombs = 19
17.53487,105.72946,10/22/1969 0:00:00,MK-84 W/KMU-351/B Kit Segment/Trans Route ONTGT/NO BDA Total Bombs = 995
17.51822,105.72946,10/22/1969 0:00:00,MK-84 W/KMU-351/B Kit Segment/Trans Route Cut Total Bombs = 6242
17.04409,105.94889,10/23/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot ONTGT/NO BDA Total Bombs = 41
17.08214,105.86556,10/23/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot ONTGT/NO BDA Total Bombs = 3
17.20573,105.37951,10/25/1969 0:00:00,2000 LB Bomb MK-84 Motor Vehicle SEC Explose Total Bombs = 8
17.27657,106.07942,10/25/1969 0:00:00,2000 LB Bomb MK-84 Motor Vehicle ONTGT/NO BDA Total Bombs = 1
17.2599,105.7878,10/25/1969 0:00:00,MK-84 W/KMU-351/B Kit Segment/Trans Route ONTGT/NO BDA Total Bombs = 5
17.47211,105.59309,10/26/1969 0:00:00,2000 LB Bomb MK-84 Truck Park/Stop ONTGT/NO BDA Total Bombs = 2
17.2063,106.14748,10/26/1969 0:00:00,MK-84 W/KMU-351/B Kit FOSD Cut Total Bombs = 209
17.30156,105.73781,10/29/1969 0:00:00,2000 LB Bomb MK-84 AA/AAA Site Silenced Total Bombs = 20
17.18491,106.14609,10/30/1969 0:00:00,MK-84 W/KMU-351/B Kit Segment/Trans Route Heavy/MOD Total Bombs = 2415
17.18491,106.12942,10/30/1969 0:00:00,MK-84 W/KMU-351/B Kit FOSD ONTGT/NO BDA Total Bombs = 104
17.25158,106.16691,10/31/1969 0:00:00,2000 LB Bomb MK-84 AA/AAA Site Unobserved Total Bombs = 7
17.20602,106.15748,10/31/1969 0:00:00,MK-84 W/KMU-351/B Kit FOSD Cut Total Bombs = 323
17.14881,106.06051,11/1/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Unobserved Total Bombs = 14
17.20158,106.14609,11/6/1969 0:00:00,MK-84 W/KMU-351/B Kit FOSD Cut Total Bombs = 968
17.49988,105.7092,11/7/1969 0:00:00,2000 LB Bomb MK-84 Segment/Trans Route Cut Total Bombs = 265
17.21824,105.60865,11/7/1969 0:00:00,2000 LB Bomb MK-84 Truck Park/Stop ONTGT/NO BDA Total Bombs = 7
17.53765,105.69336,11/7/1969 0:00:00,2000 LB Bomb MK-84 AA/AAA Site ONTGT/NO BDA Total Bombs = 2
17.54598,105.69614,11/7/1969 0:00:00,MK-84 W/KMU-351/B Kit AA/AAA Site Destroyed Total Bombs = 6
17.63487,105.72946,11/7/1969 0:00:00,MK-84 W/KMU-351/B Kit Segment/Trans Route Cut Total Bombs = 12
17.50155,105.67947,11/7/1969 0:00:00,MK-84 W/KMU-351/B Kit FOSD Cut Total Bombs = 102
17.10991,106.05027,11/8/1969 0:00:00,2000 LB Bomb MK-84 AA/AAA Site Secondary Fire Total Bombs = 38
17.54321,105.72113,11/8/1969 0:00:00,2000 LB Bomb MK-84 FOSD ONTGT/NO BDA Total Bombs = 46
17.49988,105.7092,11/8/1969 0:00:00,2000 LB Bomb MK-84 Road ONTGT/NO BDA Total Bombs = 267
17.49988,105.7092,11/9/1969 0:00:00,2000 LB Bomb MK-84 Segment/Trans Route Cut Total Bombs = 269
17.23491,106.07942,11/9/1969 0:00:00,MK-84 W/KMU-351/B Kit FOSD ONTGT/NO BDA Total Bombs = 175
17.05437,105.94612,11/10/1969 0:00:00,2000 LB Bomb MK-84 AA/AAA Site Unobserved Total Bombs = 2
17.2063,106.14748,11/10/1969 0:00:00,MK-84 W/KMU-351/B Kit FOSD Destroyed Total Bombs = 210
17.61404,105.73502,11/11/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Secondary Fire Total Bombs = 2
17.2624,106.14831,11/11/1969 0:00:00,MK-84 W/KMU-351/B Kit AA/AAA Site Heavy/MOD Total Bombs = 5
17.21825,106.14609,11/11/1969 0:00:00,MK-84 W/KMU-351/B Kit Motor Vehicle Cut Total Bombs = 415
17.19602,106.1122,11/11/1969 0:00:00,MK-84 W/KMU-351/B Kit Segment/Trans Route Cut Total Bombs = 56
17.25158,106.14609,11/12/1969 0:00:00,MK-84 W/KMU-351/B Kit AA/AAA Site ONTGT/NO BDA Total Bombs = 236
17.19602,106.1122,11/12/1969 0:00:00,MK-84 W/KMU-351/B Kit Segment/Trans Route Cut Total Bombs = 55
17.20714,106.15887,11/12/1969 0:00:00,MK-84 W/KMU-351/B Kit FOSD Cut Total Bombs = 229
17.21825,106.12942,11/12/1969 0:00:00,MK-84 W/KMU-351/B Kit Segment/Trans Route Cut Total Bombs = 122
17.49988,105.7092,11/13/1969 0:00:00,2000 LB Bomb MK-84 Road Cut Total Bombs = 270
17.24186,106.13359,11/13/1969 0:00:00,2000 LB Bomb MK-84 Truck Park/Stop Unobserved Total Bombs = 5
17.25158,106.14609,11/13/1969 0:00:00,MK-84 W/KMU-351/B Kit AA/AAA Site ONTGT/NO BDA Total Bombs = 235
17.26824,106.17941,11/13/1969 0:00:00,MK-84 W/KMU-351/B Kit AA/AAA Site ONTGT/NO BDA Total Bombs = 464
17.2849,106.17941,11/13/1969 0:00:00,MK-84 W/KMU-351/B Kit AA/AAA Site Destroyed Total Bombs = 72
17.2388,106.07582,11/14/1969 0:00:00,MK-84 W/KMU-351/B Kit FOSD Cut Total Bombs = 1
17.26824,106.17941,11/14/1969 0:00:00,MK-84 W/KMU-351/B Kit AA/AAA Site Destroyed Total Bombs = 465
17.20602,106.1472,11/14/1969 0:00:00,MK-84 W/KMU-351/B Kit FOSD Cut Total Bombs = 146
17.2388,106.07582,11/15/1969 0:00:00,MK-84 W/KMU-351/B Kit FOSD Cut Total Bombs = 2
17.50905,105.71169,11/15/1969 0:00:00,MK-84 W/KMU-351/B Kit Segment/Trans Route Cut Total Bombs = 46
17.49988,105.7092,11/16/1969 0:00:00,2000 LB Bomb MK-84 Road Cut Total Bombs = 271
17.0627,105.96694,11/16/1969 0:00:00,2000 LB Bomb MK-84 Area/Depot Unobserved Total Bombs = 6
17.21908,106.04777,11/16/1969 0:00:00,MK-84 W/KMU-351/B Kit FOSD ONTGT/NO BDA Total Bombs = 1
17.27101,105.79585,11/17/1969 0:00:00,2000 LB Bomb MK-84 Road Cut Total Bombs = 129
17.88067,105.01982,11/18/1969 0:00:00,2000 LB Bomb MK-84 Truck Park/Stop Unobserved Total Bombs = 2
17.49322,105.69808,11/18/1969 0:00:00,MK-84 W/KMU-351/B Kit FOSD Cut Total Bombs = 13
17.55154,105.72946,11/18/1969 0:00:00,MK-84 W/KMU-351/B Kit AA/AAA Site ONTGT/NO BDA Total Bombs = 488
17.49322,105.69808,11/18/1969 0:00:00,MK-84 W/KMU-351/B Kit FOSD Cut Total Bombs = 14
17.49711,105.67836,11/18/1969 0:00:00,MK-84 W/KMU-351/B Kit FOSD Cut Total Bombs = 2
17.40156,105.7628,11/19/1969 0:00:00,MK-84 W/KMU-351/B Kit FOSD Cut Total Bombs = 195
17.50155,105.69614,11/19/1969 0:00:00,MK-84 W/KMU-351/B Kit Segment/Trans Route Cut Total Bombs = 1053
17.29906,105.75752,11/19/1969 0:00:00,MK-84 W/KMU-351/B Kit FOSD Destroyed Total Bombs = 11
17.30545,105.73447,11/19/1969 0:00:00,MK-84 W/KMU-351/B Kit Segment/Trans Route Destroyed Total Bombs = 66
17.49988,105.7092,11/21/1969 0:00:00,2000 LB Bomb MK-84 Road Unobserved Total Bombs = 272
17.51822,105.72946,11/21/1969 0:00:00,MK-84 W/KMU-351/B Kit Motor Vehicle Cut Total Bombs = 6243
17.40989,105.75585,11/21/1969 0:00:00,MK-84 W/KMU-351/B Kit Bridge Cut Total Bombs = 2
17.55154,105.72946,11/21/1969 0:00:00,MK-84 W/KMU-351/B Kit Pipeline Secondary Fire Total Bombs = 490
17.2063,106.14748,11/22/1969 0:00:00,MK-84 W/KMU-351/B Kit FOSD Cut Total Bombs = 211
17.51988,105.72974,11/22/1969 0:00:00,MK-84 W/KMU-351/B Kit FOSD Cut Total Bombs = 315
17.40489,105.75252,11/22/1969 0:00:00,MK-84 W/KMU-351/B Kit FOSD ONTGT/NO BDA Total Bombs = 1
17.56821,105.57948,11/22/1969 0:00:00,MK-84 W/KMU-351/B Kit Segment/Trans Route Cut Total Bombs = 2
17.4085,105.75446,11/24/1969 0:00:00,MK-84 W/KMU-351/B Kit FOSD Cut Total Bombs = 1
17.49322,105.66836,11/24/1969 0:00:00,MK-84 W/KMU-351/B Kit FOSD Cut Total Bombs = 1
17.51822,105.72946,11/24/1969 0:00:00,MK-84 W/KMU-351/B Kit FOSD Cut Total Bombs = 6244
